ticker,name,listed,asset_class,country,datasource,datasource_ticker
ISKTRY=X,ISK/TRY,TRUE,currency,n/a,yfinance,ISKTRY=X
ISKMUR=X,ISK/MUR,TRUE,currency,n/a,yfinance,ISKMUR=X
ISKINR=X,ISK/INR,TRUE,currency,n/a,yfinance,ISKINR=X
ISKGBP=X,ISK/GBP,TRUE,currency,n/a,yfinance,ISKGBP=X
ISKEGP=X,ISK/EGP,TRUE,currency,n/a,yfinance,ISKEGP=X
ISKCAD=X,ISK/CAD,TRUE,currency,n/a,yfinance,ISKCAD=X
INRTND=X,INR/TND,TRUE,currency,n/a,yfinance,INRTND=X
INRSGD=X,INR/SGD,TRUE,currency,n/a,yfinance,INRSGD=X
INRMAD=X,INR/MAD,TRUE,currency,n/a,yfinance,INRMAD=X
INRCAD=X,INR/CAD,TRUE,currency,n/a,yfinance,INRCAD=X
INRBRL=X,INR/BRL,TRUE,currency,n/a,yfinance,INRBRL=X
ILSPLN=X,ILS/PLN,TRUE,currency,n/a,yfinance,ILSPLN=X
ILSPHP=X,ILS/PHP,TRUE,currency,n/a,yfinance,ILSPHP=X
ILSMUR=X,ILS/MUR,TRUE,currency,n/a,yfinance,ILSMUR=X
ILSLTL=X,ILS/LTL,TRUE,currency,n/a,yfinance,ILSLTL=X
ILSHKD=X,ILS/HKD,TRUE,currency,n/a,yfinance,ILSHKD=X
ILSCNY=X,ILS/CNY,TRUE,currency,n/a,yfinance,ILSCNY=X
ILSCAD=X,ILS/CAD,TRUE,currency,n/a,yfinance,ILSCAD=X
IDR=X,USD/IDR,TRUE,currency,n/a,yfinance,IDR=X
ISKILS=X,ISK/ILS,TRUE,currency,n/a,yfinance,ISKILS=X
INRISK=X,INR/ISK,TRUE,currency,n/a,yfinance,INRISK=X
IDRKES=X,IDR/KES,TRUE,currency,n/a,yfinance,IDRKES=X
ILSSGD=X,ILS/SGD,TRUE,currency,n/a,yfinance,ILSSGD=X
ILSCHF=X,ILS/CHF,TRUE,currency,n/a,yfinance,ILSCHF=X
INRLTL=X,INR/LTL,TRUE,currency,n/a,yfinance,INRLTL=X
ILSJOD=X,ILS/JOD,TRUE,currency,n/a,yfinance,ILSJOD=X
ISKQAR=X,ISK/QAR,TRUE,currency,n/a,yfinance,ISKQAR=X
INRGHS=X,INR/GHS,TRUE,currency,n/a,yfinance,INRGHS=X
INRAUD=X,INR/AUD,TRUE,currency,n/a,yfinance,INRAUD=X
ILSRUB=X,ILS/RUB,TRUE,currency,n/a,yfinance,ILSRUB=X
ILSHUF=X,ILS/HUF,TRUE,currency,n/a,yfinance,ILSHUF=X
ILSGBP=X,ILS/GBP,TRUE,currency,n/a,yfinance,ILSGBP=X
ISKCNY=X,ISK/CNY,TRUE,currency,n/a,yfinance,ISKCNY=X
ISKHUF=X,ISK/HUF,TRUE,currency,n/a,yfinance,ISKHUF=X
ILSDKK=X,ILS/DKK,TRUE,currency,n/a,yfinance,ILSDKK=X
INRPLN=X,INR/PLN,TRUE,currency,n/a,yfinance,INRPLN=X
ILSTND=X,ILS/TND,TRUE,currency,n/a,yfinance,ILSTND=X
INR=X,USD/INR,TRUE,currency,n/a,yfinance,INR=X
INRMYR=X,INR/MYR,TRUE,currency,n/a,yfinance,INRMYR=X
ILSAED=X,ILS/AED,TRUE,currency,n/a,yfinance,ILSAED=X
INRCZK=X,INR/CZK,TRUE,currency,n/a,yfinance,INRCZK=X
ILSNOK=X,ILS/NOK,TRUE,currency,n/a,yfinance,ILSNOK=X
ISKAED=X,ISK/AED,TRUE,currency,n/a,yfinance,ISKAED=X
ILSKES=X,ILS/KES,TRUE,currency,n/a,yfinance,ILSKES=X
ILSSAR=X,ILS/SAR,TRUE,currency,n/a,yfinance,ILSSAR=X
IDRGHS=X,IDR/GHS,TRUE,currency,n/a,yfinance,IDRGHS=X
ILSTRY=X,ILS/TRY,TRUE,currency,n/a,yfinance,ILSTRY=X
ISKEUR=X,ISK/EUR,TRUE,currency,n/a,yfinance,ISKEUR=X
IDRRUB=X,IDR/RUB,TRUE,currency,n/a,yfinance,IDRRUB=X
ISKLTL=X,ISK/LTL,TRUE,currency,n/a,yfinance,ISKLTL=X
IQD=X,USD/IQD,TRUE,currency,n/a,yfinance,IQD=X
ISKCHF=X,ISK/CHF,TRUE,currency,n/a,yfinance,ISKCHF=X
ILSXDR=X,ILS/XDR,TRUE,currency,n/a,yfinance,ILSXDR=X
IDRINR=X,IDR/INR,TRUE,currency,n/a,yfinance,IDRINR=X
INRPHP=X,INR/PHP,TRUE,currency,n/a,yfinance,INRPHP=X
ILSZAR=X,ILS/ZAR,TRUE,currency,n/a,yfinance,ILSZAR=X
ILSSEK=X,ILS/SEK,TRUE,currency,n/a,yfinance,ILSSEK=X
ISKJPY=X,ISK/JPY,TRUE,currency,n/a,yfinance,ISKJPY=X
INRSEK=X,INR/SEK,TRUE,currency,n/a,yfinance,INRSEK=X
INRIDR=X,INR/IDR,TRUE,currency,n/a,yfinance,INRIDR=X
INRQAR=X,INR/QAR,TRUE,currency,n/a,yfinance,INRQAR=X
IDRUGX=X,IDR/UGX,TRUE,currency,n/a,yfinance,IDRUGX=X
IRR=X,USD/IRR,TRUE,currency,n/a,yfinance,IRR=X
ISKCZK=X,ISK/CZK,TRUE,currency,n/a,yfinance,ISKCZK=X
ISKKRW=X,ISK/KRW,TRUE,currency,n/a,yfinance,ISKKRW=X
INROMR=X,INR/OMR,TRUE,currency,n/a,yfinance,INROMR=X
ILSCZK=X,ILS/CZK,TRUE,currency,n/a,yfinance,ILSCZK=X
ISKXDR=X,ISK/XDR,TRUE,currency,n/a,yfinance,ISKXDR=X
IDRISK=X,IDR/ISK,TRUE,currency,n/a,yfinance,IDRISK=X
29134344=X,,TRUE,currency,n/a,yfinance,29134344=X
INRDKK=X,INR/DKK,TRUE,currency,n/a,yfinance,INRDKK=X
ISKRUB=X,ISK/RUB,TRUE,currency,n/a,yfinance,ISKRUB=X
INRLKR=X,INR/LKR,TRUE,currency,n/a,yfinance,INRLKR=X
INRZAR=X,INR/ZAR,TRUE,currency,n/a,yfinance,INRZAR=X
INRXDR=X,INR/XDR,TRUE,currency,n/a,yfinance,INRXDR=X
INRJOD=X,INR/JOD,TRUE,currency,n/a,yfinance,INRJOD=X
ISKTND=X,ISK/TND,TRUE,currency,n/a,yfinance,ISKTND=X
ILSOMR=X,ILS/OMR,TRUE,currency,n/a,yfinance,ILSOMR=X
ILSINR=X,ILS/INR,TRUE,currency,n/a,yfinance,ILSINR=X
INRUGX=X,INR/UGX,TRUE,currency,n/a,yfinance,INRUGX=X
ISKUSD=X,ISK/USD,TRUE,currency,n/a,yfinance,ISKUSD=X
ILSTWD=X,ILS/TWD,TRUE,currency,n/a,yfinance,ILSTWD=X
IDRBWP=X,IDR/BWP,TRUE,currency,n/a,yfinance,IDRBWP=X
INRGBP=X,INR/GBP,TRUE,currency,n/a,yfinance,INRGBP=X
INRJPY=X,INR/JPY,TRUE,currency,n/a,yfinance,INRJPY=X
ILSUSD=X,ILS/USD,TRUE,currency,n/a,yfinance,ILSUSD=X
INRKES=X,INR/KES,TRUE,currency,n/a,yfinance,INRKES=X
INRSAR=X,INR/SAR,TRUE,currency,n/a,yfinance,INRSAR=X
INRRUB=X,INR/RUB,TRUE,currency,n/a,yfinance,INRRUB=X
INREGP=X,INR/EGP,TRUE,currency,n/a,yfinance,INREGP=X
INRHKD=X,INR/HKD,TRUE,currency,n/a,yfinance,INRHKD=X
ILSKRW=X,ILS/KRW,TRUE,currency,n/a,yfinance,ILSKRW=X
INRBWP=X,INR/BWP,TRUE,currency,n/a,yfinance,INRBWP=X
INRCHF=X,INR/CHF,TRUE,currency,n/a,yfinance,INRCHF=X
INRCNY=X,INR/CNY,TRUE,currency,n/a,yfinance,INRCNY=X
ISKKES=X,ISK/KES,TRUE,currency,n/a,yfinance,ISKKES=X
ISKJOD=X,ISK/JOD,TRUE,currency,n/a,yfinance,ISKJOD=X
ISKPLN=X,ISK/PLN,TRUE,currency,n/a,yfinance,ISKPLN=X
ISKHKD=X,ISK/HKD,TRUE,currency,n/a,yfinance,ISKHKD=X
ILSMXN=X,ILS/MXN,TRUE,currency,n/a,yfinance,ILSMXN=X
ISKDKK=X,ISK/DKK,TRUE,currency,n/a,yfinance,ISKDKK=X
ILSIDR=X,ILS/IDR,TRUE,currency,n/a,yfinance,ILSIDR=X
IEP=X,USD/IEP,TRUE,currency,n/a,yfinance,IEP=X
ISKMAD=X,ISK/MAD,TRUE,currency,n/a,yfinance,ISKMAD=X
INRUSD=X,INR/USD,TRUE,currency,n/a,yfinance,INRUSD=X
ISKIDR=X,ISK/IDR,TRUE,currency,n/a,yfinance,ISKIDR=X
ISKMXN=X,ISK/MXN,TRUE,currency,n/a,yfinance,ISKMXN=X
ISKZAR=X,ISK/ZAR,TRUE,currency,n/a,yfinance,ISKZAR=X
ISKLKR=X,ISK/LKR,TRUE,currency,n/a,yfinance,ISKLKR=X
IDRHUF=X,IDR/HUF,TRUE,currency,n/a,yfinance,IDRHUF=X
INRAED=X,INR/AED,TRUE,currency,n/a,yfinance,INRAED=X
ISKNOK=X,ISK/NOK,TRUE,currency,n/a,yfinance,ISKNOK=X
INRILS=X,INR/ILS,TRUE,currency,n/a,yfinance,INRILS=X
INREUR=X,INR/EUR,TRUE,currency,n/a,yfinance,INREUR=X
29134345=X,,TRUE,currency,n/a,yfinance,29134345=X
IEPUSD=X,IEP/USD,TRUE,currency,n/a,yfinance,IEPUSD=X
ILSMAD=X,ILS/MAD,TRUE,currency,n/a,yfinance,ILSMAD=X
ILSTHB=X,ILS/THB,TRUE,currency,n/a,yfinance,ILSTHB=X
IDRLKR=X,IDR/LKR,TRUE,currency,n/a,yfinance,IDRLKR=X
ILSJPY=X,ILS/JPY,TRUE,currency,n/a,yfinance,ILSJPY=X
ILSCLP=X,ILS/CLP,TRUE,currency,n/a,yfinance,ILSCLP=X
ISKTHB=X,ISK/THB,TRUE,currency,n/a,yfinance,ISKTHB=X
INRNOK=X,INR/NOK,TRUE,currency,n/a,yfinance,INRNOK=X
ISKTWD=X,ISK/TWD,TRUE,currency,n/a,yfinance,ISKTWD=X
INRTZS=X,INR/TZS,TRUE,currency,n/a,yfinance,INRTZS=X
INRMXN=X,INR/MXN,TRUE,currency,n/a,yfinance,INRMXN=X
INMUA.NX,,TRUE,currency,n/a,yfinance,INMUA.NX
INRMUR=X,INR/MUR,TRUE,currency,n/a,yfinance,INRMUR=X
INRLVL=X,INR/LVL,TRUE,currency,n/a,yfinance,INRLVL=X
INRHUF=X,INR/HUF,TRUE,currency,n/a,yfinance,INRHUF=X
ILSKWD=X,ILS/KWD,TRUE,currency,n/a,yfinance,ILSKWD=X
ILSISK=X,ILS/ISK,TRUE,currency,n/a,yfinance,ILSISK=X
ILSAUD=X,ILS/AUD,TRUE,currency,n/a,yfinance,ILSAUD=X
IDRKRW=X,IDR/KRW,TRUE,currency,n/a,yfinance,IDRKRW=X
ISKNZD=X,ISK/NZD,TRUE,currency,n/a,yfinance,ISKNZD=X
ILS=X,USD/ILS,TRUE,currency,n/a,yfinance,ILS=X
ILSBRL=X,ILS/BRL,TRUE,currency,n/a,yfinance,ILSBRL=X
INRTRY=X,INR/TRY,TRUE,currency,n/a,yfinance,INRTRY=X
INRBGN=X,INR/BGN,TRUE,currency,n/a,yfinance,INRBGN=X
IDRJPY=X,IDR/JPY,TRUE,currency,n/a,yfinance,IDRJPY=X
ISKSAR=X,ISK/SAR,TRUE,currency,n/a,yfinance,ISKSAR=X
INRTHB=X,INR/THB,TRUE,currency,n/a,yfinance,INRTHB=X
INMUA.PA,LYXOR MUA INAV,TRUE,currency,n/a,yfinance,INMUA.PA
ILSEGP=X,ILS/EGP,TRUE,currency,n/a,yfinance,ILSEGP=X
ISKAUD=X,ISK/AUD,TRUE,currency,n/a,yfinance,ISKAUD=X
INRKRW=X,INR/KRW,TRUE,currency,n/a,yfinance,INRKRW=X
ISKSGD=X,ISK/SGD,TRUE,currency,n/a,yfinance,ISKSGD=X
INRPKR=X,INR/PKR,TRUE,currency,n/a,yfinance,INRPKR=X
INRNZD=X,INR/NZD,TRUE,currency,n/a,yfinance,INRNZD=X
ISKPHP=X,ISK/PHP,TRUE,currency,n/a,yfinance,ISKPHP=X
ISK=X,USD/ISK,TRUE,currency,n/a,yfinance,ISK=X
ILSQAR=X,ILS/QAR,TRUE,currency,n/a,yfinance,ILSQAR=X
INRTWD=X,INR/TWD,TRUE,currency,n/a,yfinance,INRTWD=X
ILSNZD=X,ILS/NZD,TRUE,currency,n/a,yfinance,ILSNZD=X
ISKSEK=X,ISK/SEK,TRUE,currency,n/a,yfinance,ISKSEK=X
IEPCHF=X,IEP/CHF,TRUE,currency,n/a,yfinance,IEPCHF=X
ILSLKR=X,ILS/LKR,TRUE,currency,n/a,yfinance,ILSLKR=X
JPYEUR=X,JPY/EUR,TRUE,currency,n/a,yfinance,JPYEUR=X
JPYUSD=X,JPY/USD,TRUE,currency,n/a,yfinance,JPYUSD=X
JPYGBP=X,JPY/GBP,TRUE,currency,n/a,yfinance,JPYGBP=X
JPY=X,USD/JPY,TRUE,currency,n/a,yfinance,JPY=X
JPYNZD=X,JPY/NZD,TRUE,currency,n/a,yfinance,JPYNZD=X
JPYIQD=X,JPY/IQD,TRUE,currency,n/a,yfinance,JPYIQD=X
JPYZWL=X,JPY/ZWL,TRUE,currency,n/a,yfinance,JPYZWL=X
JPYXAF=X,JPY/XAF,TRUE,currency,n/a,yfinance,JPYXAF=X
JPYTJS=X,JPY/TJS,TRUE,currency,n/a,yfinance,JPYTJS=X
JPYSVC=X,JPY/SVC,TRUE,currency,n/a,yfinance,JPYSVC=X
JPYRON=X,JPY/RON,TRUE,currency,n/a,yfinance,JPYRON=X
JPYNAD=X,JPY/NAD,TRUE,currency,n/a,yfinance,JPYNAD=X
JPYMMK=X,JPY/MMK,TRUE,currency,n/a,yfinance,JPYMMK=X
JPYLYD=X,JPY/LYD,TRUE,currency,n/a,yfinance,JPYLYD=X
JPYKGS=X,JPY/KGS,TRUE,currency,n/a,yfinance,JPYKGS=X
JPYILS=X,JPY/ILS,TRUE,currency,n/a,yfinance,JPYILS=X
JPYCRC=X,JPY/CRC,TRUE,currency,n/a,yfinance,JPYCRC=X
JPYCNY=X,JPY/CNY,TRUE,currency,n/a,yfinance,JPYCNY=X
JPYAUD=X,JPY/AUD,TRUE,currency,n/a,yfinance,JPYAUD=X
JPYAFN=X,JPY/AFN,TRUE,currency,n/a,yfinance,JPYAFN=X
JODTHB=X,JOD/THB,TRUE,currency,n/a,yfinance,JODTHB=X
JODSEK=X,JOD/SEK,TRUE,currency,n/a,yfinance,JODSEK=X
JODRUB=X,JOD/RUB,TRUE,currency,n/a,yfinance,JODRUB=X
JODKRW=X,JOD/KRW,TRUE,currency,n/a,yfinance,JODKRW=X
JODILS=X,JOD/ILS,TRUE,currency,n/a,yfinance,JODILS=X
JODDKK=X,JOD/DKK,TRUE,currency,n/a,yfinance,JODDKK=X
JPYGMD=X,JPY/GMD,TRUE,currency,n/a,yfinance,JPYGMD=X
JPYZMK=X,,TRUE,currency,n/a,yfinance,JPYZMK=X
JMDCHF=X,JMD/CHF,TRUE,currency,n/a,yfinance,JMDCHF=X
JPYRWF=X,JPY/RWF,TRUE,currency,n/a,yfinance,JPYRWF=X
JPYGHS=X,JPY/GHS,TRUE,currency,n/a,yfinance,JPYGHS=X
JODCAD=X,JOD/CAD,TRUE,currency,n/a,yfinance,JODCAD=X
JODAUD=X,JOD/AUD,TRUE,currency,n/a,yfinance,JODAUD=X
JODKWD=X,JOD/KWD,TRUE,currency,n/a,yfinance,JODKWD=X
JODLTL=X,JOD/LTL,TRUE,currency,n/a,yfinance,JODLTL=X
JPYKZT=X,JPY/KZT,TRUE,currency,n/a,yfinance,JPYKZT=X
JPYAED=X,JPY/AED,TRUE,currency,n/a,yfinance,JPYAED=X
JPYHTG=X,JPY/HTG,TRUE,currency,n/a,yfinance,JPYHTG=X
JPYKHR=X,JPY/KHR,TRUE,currency,n/a,yfinance,JPYKHR=X
JPYKMF=X,JPY/KMF,TRUE,currency,n/a,yfinance,JPYKMF=X
JMDGBP=X,JMD/GBP,TRUE,currency,n/a,yfinance,JMDGBP=X
JPYBGN=X,JPY/BGN,TRUE,currency,n/a,yfinance,JPYBGN=X
JPYCVE=X,JPY/CVE,TRUE,currency,n/a,yfinance,JPYCVE=X
JPYSLL=X,JPY/SLL,TRUE,currency,n/a,yfinance,JPYSLL=X
JPYSHP=X,JPY/SHP,TRUE,currency,n/a,yfinance,JPYSHP=X
JODMXN=X,JOD/MXN,TRUE,currency,n/a,yfinance,JODMXN=X
JPYKPW=X,JPY/KPW,TRUE,currency,n/a,yfinance,JPYKPW=X
JPYCAD=X,JPY/CAD,TRUE,currency,n/a,yfinance,JPYCAD=X
JPYMNT=X,JPY/MNT,TRUE,currency,n/a,yfinance,JPYMNT=X
JPYCDF=X,JPY/CDF,TRUE,currency,n/a,yfinance,JPYCDF=X
JPYBYR=X,JPY/BYR,TRUE,currency,n/a,yfinance,JPYBYR=X
JPYBIF=X,JPY/BIF,TRUE,currency,n/a,yfinance,JPYBIF=X
JODLKR=X,JOD/LKR,TRUE,currency,n/a,yfinance,JODLKR=X
JODTWD=X,JOD/TWD,TRUE,currency,n/a,yfinance,JODTWD=X
JPYBTN=X,JPY/BTN,TRUE,currency,n/a,yfinance,JPYBTN=X
JPYHKD=X,JPY/HKD,TRUE,currency,n/a,yfinance,JPYHKD=X
JPYTMT=X,JPY/TMT,TRUE,currency,n/a,yfinance,JPYTMT=X
JMDCAD=X,JMD/CAD,TRUE,currency,n/a,yfinance,JMDCAD=X
JODAED=X,JOD/AED,TRUE,currency,n/a,yfinance,JODAED=X
JPYGTQ=X,JPY/GTQ,TRUE,currency,n/a,yfinance,JPYGTQ=X
JPYBND=X,JPY/BND,TRUE,currency,n/a,yfinance,JPYBND=X
JPYDJF=X,JPY/DJF,TRUE,currency,n/a,yfinance,JPYDJF=X
JPYMDL=X,JPY/MDL,TRUE,currency,n/a,yfinance,JPYMDL=X
JPYUAH=X,JPY/UAH,TRUE,currency,n/a,yfinance,JPYUAH=X
JPYXPF=X,JPY/XPF,TRUE,currency,n/a,yfinance,JPYXPF=X
JPYSZL=X,JPY/SZL,TRUE,currency,n/a,yfinance,JPYSZL=X
JPYBZD=X,JPY/BZD,TRUE,currency,n/a,yfinance,JPYBZD=X
JPYMVR=X,JPY/MVR,TRUE,currency,n/a,yfinance,JPYMVR=X
JODSAR=X,JOD/SAR,TRUE,currency,n/a,yfinance,JODSAR=X
JPYERN=X,JPY/ERN,TRUE,currency,n/a,yfinance,JPYERN=X
JPYBOB=X,JPY/BOB,TRUE,currency,n/a,yfinance,JPYBOB=X
JODPLN=X,JOD/PLN,TRUE,currency,n/a,yfinance,JODPLN=X
JPYVUV=X,JPY/VUV,TRUE,currency,n/a,yfinance,JPYVUV=X
JODCNY=X,JOD/CNY,TRUE,currency,n/a,yfinance,JODCNY=X
JPYWST=X,JPY/WST,TRUE,currency,n/a,yfinance,JPYWST=X
JPYBDT=X,JPY/BDT,TRUE,currency,n/a,yfinance,JPYBDT=X
JODNOK=X,JOD/NOK,TRUE,currency,n/a,yfinance,JODNOK=X
JPYFJD=X,JPY/FJD,TRUE,currency,n/a,yfinance,JPYFJD=X
JPYMXN=X,JPY/MXN,TRUE,currency,n/a,yfinance,JPYMXN=X
JPYMGA=X,JPY/MGA,TRUE,currency,n/a,yfinance,JPYMGA=X
JPYJMD=X,JPY/JMD,TRUE,currency,n/a,yfinance,JPYJMD=X
JPYZMW=X,JPY/ZMW,TRUE,currency,n/a,yfinance,JPYZMW=X
JPYNGN=X,JPY/NGN,TRUE,currency,n/a,yfinance,JPYNGN=X
JODQAR=X,JOD/QAR,TRUE,currency,n/a,yfinance,JODQAR=X
JPYSBD=X,JPY/SBD,TRUE,currency,n/a,yfinance,JPYSBD=X
JPYLRD=X,JPY/LRD,TRUE,currency,n/a,yfinance,JPYLRD=X
JPYLBP=X,JPY/LBP,TRUE,currency,n/a,yfinance,JPYLBP=X
JPYDOP=X,JPY/DOP,TRUE,currency,n/a,yfinance,JPYDOP=X
JPYIRR=X,JPY/IRR,TRUE,currency,n/a,yfinance,JPYIRR=X
JPYETB=X,JPY/ETB,TRUE,currency,n/a,yfinance,JPYETB=X
JPYCNH=X,JPY/CNH,TRUE,currency,n/a,yfinance,JPYCNH=X
JPYISK=X,JPY/ISK,TRUE,currency,n/a,yfinance,JPYISK=X
JPYTOP=X,JPY/TOP,TRUE,currency,n/a,yfinance,JPYTOP=X
JPYMUR=X,JPY/MUR,TRUE,currency,n/a,yfinance,JPYMUR=X
JPYPKR=X,JPY/PKR,TRUE,currency,n/a,yfinance,JPYPKR=X
JPYITL=X,JPY/ITL,TRUE,currency,n/a,yfinance,JPYITL=X
JPYCZK=X,JPY/CZK,TRUE,currency,n/a,yfinance,JPYCZK=X
JPYCLP=X,JPY/CLP,TRUE,currency,n/a,yfinance,JPYCLP=X
JODCZK=X,JOD/CZK,TRUE,currency,n/a,yfinance,JODCZK=X
JPYPYG=X,JPY/PYG,TRUE,currency,n/a,yfinance,JPYPYG=X
JPYMOP=X,JPY/MOP,TRUE,currency,n/a,yfinance,JPYMOP=X
JPYDKK=X,JPY/DKK,TRUE,currency,n/a,yfinance,JPYDKK=X
JPYLSL=X,JPY/LSL,TRUE,currency,n/a,yfinance,JPYLSL=X
JPYSRD=X,JPY/SRD,TRUE,currency,n/a,yfinance,JPYSRD=X
JPYSYP=X,JPY/SYP,TRUE,currency,n/a,yfinance,JPYSYP=X
JPYKRW=X,JPY/KRW,TRUE,currency,n/a,yfinance,JPYKRW=X
JPYBMD=X,JPY/BMD,TRUE,currency,n/a,yfinance,JPYBMD=X
JODPHP=X,JOD/PHP,TRUE,currency,n/a,yfinance,JODPHP=X
JPYFKP=X,JPY/FKP,TRUE,currency,n/a,yfinance,JPYFKP=X
JPYAMD=X,JPY/AMD,TRUE,currency,n/a,yfinance,JPYAMD=X
JPYMKD=X,JPY/MKD,TRUE,currency,n/a,yfinance,JPYMKD=X
JPYLAK=X,JPY/LAK,TRUE,currency,n/a,yfinance,JPYLAK=X
JPYRUB=X,JPY/RUB,TRUE,currency,n/a,yfinance,JPYRUB=X
JODLVL=X,JOD/LVL,TRUE,currency,n/a,yfinance,JODLVL=X
JPYMZN=X,JPY/MZN,TRUE,currency,n/a,yfinance,JPYMZN=X
JPYTTD=X,JPY/TTD,TRUE,currency,n/a,yfinance,JPYTTD=X
JMD=X,USD/JMD,TRUE,currency,n/a,yfinance,JMD=X
JPYAZN=X,JPY/AZN,TRUE,currency,n/a,yfinance,JPYAZN=X
JPYYER=X,JPY/YER,TRUE,currency,n/a,yfinance,JPYYER=X
JMDUSD=X,JMD/USD,TRUE,currency,n/a,yfinance,JMDUSD=X
JODGBP=X,JOD/GBP,TRUE,currency,n/a,yfinance,JODGBP=X
JPYBRL=X,JPY/BRL,TRUE,currency,n/a,yfinance,JPYBRL=X
JPYGYD=X,JPY/GYD,TRUE,currency,n/a,yfinance,JPYGYD=X
JPYNOK=X,JPY/NOK,TRUE,currency,n/a,yfinance,JPYNOK=X
JPYXOF=X,JPY/XOF,TRUE,currency,n/a,yfinance,JPYXOF=X
JPYTZS=X,JPY/TZS,TRUE,currency,n/a,yfinance,JPYTZS=X
JPYAOA=X,JPY/AOA,TRUE,currency,n/a,yfinance,JPYAOA=X
JODEUR=X,JOD/EUR,TRUE,currency,n/a,yfinance,JODEUR=X
JPYBBD=X,JPY/BBD,TRUE,currency,n/a,yfinance,JPYBBD=X
JPYPAB=X,JPY/PAB,TRUE,currency,n/a,yfinance,JPYPAB=X
JPYMYR=X,JPY/MYR,TRUE,currency,n/a,yfinance,JPYMYR=X
JPYINR=X,JPY/INR,TRUE,currency,n/a,yfinance,JPYINR=X
JODEGP=X,JOD/EGP,TRUE,currency,n/a,yfinance,JODEGP=X
JPYTND=X,JPY/TND,TRUE,currency,n/a,yfinance,JPYTND=X
JPYLTL=X,JPY/LTL,TRUE,currency,n/a,yfinance,JPYLTL=X
JODCHF=X,JOD/CHF,TRUE,currency,n/a,yfinance,JODCHF=X
JPYGNF=X,JPY/GNF,TRUE,currency,n/a,yfinance,JPYGNF=X
JPYIDR=X,JPY/IDR,TRUE,currency,n/a,yfinance,JPYIDR=X
JPYSTD=X,JPY/STD,TRUE,currency,n/a,yfinance,JPYSTD=X
JODTRY=X,JOD/TRY,TRUE,currency,n/a,yfinance,JODTRY=X
JPYBWP=X,JPY/BWP,TRUE,currency,n/a,yfinance,JPYBWP=X
JPYGIP=X,JPY/GIP,TRUE,currency,n/a,yfinance,JPYGIP=X
JPYANG=X,JPY/ANG,TRUE,currency,n/a,yfinance,JPYANG=X
JPYUZS=X,JPY/UZS,TRUE,currency,n/a,yfinance,JPYUZS=X
JODKES=X,JOD/KES,TRUE,currency,n/a,yfinance,JODKES=X
JPYEGP=X,JPY/EGP,TRUE,currency,n/a,yfinance,JPYEGP=X
JPYBSD=X,JPY/BSD,TRUE,currency,n/a,yfinance,JPYBSD=X
JPYRSD=X,JPY/RSD,TRUE,currency,n/a,yfinance,JPYRSD=X
JPYXDR=X,JPY/XDR,TRUE,currency,n/a,yfinance,JPYXDR=X
JODINR=X,JOD/INR,TRUE,currency,n/a,yfinance,JODINR=X
JPYZAR=X,JPY/ZAR,TRUE,currency,n/a,yfinance,JPYZAR=X
JPYJOD=X,JPY/JOD,TRUE,currency,n/a,yfinance,JPYJOD=X
JPYAWG=X,JPY/AWG,TRUE,currency,n/a,yfinance,JPYAWG=X
JPYXCD=X,JPY/XCD,TRUE,currency,n/a,yfinance,JPYXCD=X
JPYMRO=X,JPY/MRO,TRUE,currency,n/a,yfinance,JPYMRO=X
JPYMWK=X,JPY/MWK,TRUE,currency,n/a,yfinance,JPYMWK=X
JPYSEK=X,JPY/SEK,TRUE,currency,n/a,yfinance,JPYSEK=X
JPYTHB=X,JPY/THB,TRUE,currency,n/a,yfinance,JPYTHB=X
JODHUF=X,JOD/HUF,TRUE,currency,n/a,yfinance,JODHUF=X
JPYQAR=X,JPY/QAR,TRUE,currency,n/a,yfinance,JPYQAR=X
JPYCHF=X,JPY/CHF,TRUE,currency,n/a,yfinance,JPYCHF=X
JODIDR=X,JOD/IDR,TRUE,currency,n/a,yfinance,JODIDR=X
JMDDKK=X,JMD/DKK,TRUE,currency,n/a,yfinance,JMDDKK=X
JODZAR=X,JOD/ZAR,TRUE,currency,n/a,yfinance,JODZAR=X
JODHKD=X,JOD/HKD,TRUE,currency,n/a,yfinance,JODHKD=X
JODJPY=X,JOD/JPY,TRUE,currency,n/a,yfinance,JODJPY=X
JODAMD=X,JOD/AMD,TRUE,currency,n/a,yfinance,JODAMD=X
JPYPEN=X,JPY/PEN,TRUE,currency,n/a,yfinance,JPYPEN=X
JPYLVL=X,JPY/LVL,TRUE,currency,n/a,yfinance,JPYLVL=X
JOD=X,USD/JOD,TRUE,currency,n/a,yfinance,JOD=X
JODTND=X,JOD/TND,TRUE,currency,n/a,yfinance,JODTND=X
JPYHRK=X,JPY/HRK,TRUE,currency,n/a,yfinance,JPYHRK=X
JPYNPR=X,JPY/NPR,TRUE,currency,n/a,yfinance,JPYNPR=X
JPYSCR=X,JPY/SCR,TRUE,currency,n/a,yfinance,JPYSCR=X
JODMUR=X,JOD/MUR,TRUE,currency,n/a,yfinance,JODMUR=X
JPYMAD=X,JPY/MAD,TRUE,currency,n/a,yfinance,JPYMAD=X
JPYALL=X,JPY/ALL,TRUE,currency,n/a,yfinance,JPYALL=X
JODOMR=X,JOD/OMR,TRUE,currency,n/a,yfinance,JODOMR=X
