ticker,name,listed,asset_class,country,datasource,datasource_ticker
CADPKR=X,CAD/PKR,TRUE,currency,n/a,yfinance,CADPKR=X
COPPYG=X,COP/PYG,TRUE,currency,n/a,yfinance,COPPYG=X
DOPGBP=X,DOP/GBP,TRUE,currency,n/a,yfinance,DOPGBP=X
DOPEUR=X,DOP/EUR,TRUE,currency,n/a,yfinance,DOPEUR=X
DKKTWD=X,DKK/TWD,TRUE,currency,n/a,yfinance,DKKTWD=X
DKKTND=X,DKK/TND,TRUE,currency,n/a,yfinance,DKKTND=X
DKKSAR=X,DKK/SAR,TRUE,currency,n/a,yfinance,DKKSAR=X
DKKMYR=X,DKK/MYR,TRUE,currency,n/a,yfinance,DKKMYR=X
DKKJPY=X,DKK/JPY,TRUE,currency,n/a,yfinance,DKKJPY=X
DKKHUF=X,DKK/HUF,TRUE,currency,n/a,yfinance,DKKHUF=X
DKKCLP=X,DKK/CLP,TRUE,currency,n/a,yfinance,DKKCLP=X
DKKCHF=X,DKK/CHF,TRUE,currency,n/a,yfinance,DKKCHF=X
DEM=X,USD/DEM,TRUE,currency,n/a,yfinance,DEM=X
DKKQAR=X,DKK/QAR,TRUE,currency,n/a,yfinance,DKKQAR=X
DKKBAM=X,DKK/BAM,TRUE,currency,n/a,yfinance,DKKBAM=X
DKKCZK=X,DKK/CZK,TRUE,currency,n/a,yfinance,DKKCZK=X
DKKSGD=X,DKK/SGD,TRUE,currency,n/a,yfinance,DKKSGD=X
DKKINR=X,DKK/INR,TRUE,currency,n/a,yfinance,DKKINR=X
DKKJOD=X,DKK/JOD,TRUE,currency,n/a,yfinance,DKKJOD=X
PLNSEK=X,PLN/SEK,TRUE,currency,n/a,yfinance,PLNSEK=X
DKKTRY=X,DKK/TRY,TRUE,currency,n/a,yfinance,DKKTRY=X
DZDUSD=X,DZD/USD,TRUE,currency,n/a,yfinance,DZDUSD=X
DKKRON=X,DKK/RON,TRUE,currency,n/a,yfinance,DKKRON=X
DKKKWD=X,DKK/KWD,TRUE,currency,n/a,yfinance,DKKKWD=X
DKKPHP=X,DKK/PHP,TRUE,currency,n/a,yfinance,DKKPHP=X
DWHEAT.MDD,DWHEAT.MDD,TRUE,currency,n/a,yfinance,DWHEAT.MDD
DKKHKD=X,DKK/HKD,TRUE,currency,n/a,yfinance,DKKHKD=X
29134338=X,,TRUE,currency,n/a,yfinance,29134338=X
DKKKRW=X,DKK/KRW,TRUE,currency,n/a,yfinance,DKKKRW=X
DKKMXN=X,DKK/MXN,TRUE,currency,n/a,yfinance,DKKMXN=X
DEMCHF=X,DEM/CHF,TRUE,currency,n/a,yfinance,DEMCHF=X
DKKGIP=X,DKK/GIP,TRUE,currency,n/a,yfinance,DKKGIP=X
DJFCHF=X,DJF/CHF,TRUE,currency,n/a,yfinance,DJFCHF=X
DKKBRL=X,DKK/BRL,TRUE,currency,n/a,yfinance,DKKBRL=X
DOPUSD=X,DOP/USD,TRUE,currency,n/a,yfinance,DOPUSD=X
DOPDKK=X,DOP/DKK,TRUE,currency,n/a,yfinance,DOPDKK=X
DKKOMR=X,DKK/OMR,TRUE,currency,n/a,yfinance,DKKOMR=X
DKKMUR=X,DKK/MUR,TRUE,currency,n/a,yfinance,DKKMUR=X
DZDGBP=X,DZD/GBP,TRUE,currency,n/a,yfinance,DZDGBP=X
DKKPKR=X,DKK/PKR,TRUE,currency,n/a,yfinance,DKKPKR=X
DJFUSD=X,DJF/USD,TRUE,currency,n/a,yfinance,DJFUSD=X
DKKIDR=X,DKK/IDR,TRUE,currency,n/a,yfinance,DKKIDR=X
DKKRSD=X,DKK/RSD,TRUE,currency,n/a,yfinance,DKKRSD=X
DKK=X,USD/DKK,TRUE,currency,n/a,yfinance,DKK=X
DOPCHF=X,DOP/CHF,TRUE,currency,n/a,yfinance,DOPCHF=X
DKKAED=X,DKK/AED,TRUE,currency,n/a,yfinance,DKKAED=X
DKKUAH=X,DKK/UAH,TRUE,currency,n/a,yfinance,DKKUAH=X
DKKTHB=X,DKK/THB,TRUE,currency,n/a,yfinance,DKKTHB=X
DKKLVL=X,DKK/LVL,TRUE,currency,n/a,yfinance,DKKLVL=X
DKKLTL=X,DKK/LTL,TRUE,currency,n/a,yfinance,DKKLTL=X
DKKAUD=X,DKK/AUD,TRUE,currency,n/a,yfinance,DKKAUD=X
MKDDKK=X,MKD/DKK,TRUE,currency,n/a,yfinance,MKDDKK=X
DKKPLN=X,DKK/PLN,TRUE,currency,n/a,yfinance,DKKPLN=X
DJF=X,USD/DJF,TRUE,currency,n/a,yfinance,DJF=X
DKKSEK=X,DKK/SEK,TRUE,currency,n/a,yfinance,DKKSEK=X
DKKCAD=X,DKK/CAD,TRUE,currency,n/a,yfinance,DKKCAD=X
DZDMAD=X,DZD/MAD,TRUE,currency,n/a,yfinance,DZDMAD=X
DKKKPW=X,DKK/KPW,TRUE,currency,n/a,yfinance,DKKKPW=X
DZDEUR=X,DZD/EUR,TRUE,currency,n/a,yfinance,DZDEUR=X
DKKBGN=X,DKK/BGN,TRUE,currency,n/a,yfinance,DKKBGN=X
DKKNOK=X,DKK/NOK,TRUE,currency,n/a,yfinance,DKKNOK=X
DKKEUR=X,DKK/EUR,TRUE,currency,n/a,yfinance,DKKEUR=X
DKKXDR=X,DKK/XDR,TRUE,currency,n/a,yfinance,DKKXDR=X
DKKLKR=X,DKK/LKR,TRUE,currency,n/a,yfinance,DKKLKR=X
DJFEUR=X,DJF/EUR,TRUE,currency,n/a,yfinance,DJFEUR=X
DKKUSD=X,DKK/USD,TRUE,currency,n/a,yfinance,DKKUSD=X
DKKANG=X,DKK/ANG,TRUE,currency,n/a,yfinance,DKKANG=X
DKKGBP=X,DKK/GBP,TRUE,currency,n/a,yfinance,DKKGBP=X
DKKNZD=X,DKK/NZD,TRUE,currency,n/a,yfinance,DKKNZD=X
DKKRUB=X,DKK/RUB,TRUE,currency,n/a,yfinance,DKKRUB=X
DKKISK=X,DKK/ISK,TRUE,currency,n/a,yfinance,DKKISK=X
DKKILS=X,DKK/ILS,TRUE,currency,n/a,yfinance,DKKILS=X
DZD=X,USD/DZD,TRUE,currency,n/a,yfinance,DZD=X
DOP=X,USD/DOP,TRUE,currency,n/a,yfinance,DOP=X
DKKKES=X,DKK/KES,TRUE,currency,n/a,yfinance,DKKKES=X
DKKZAR=X,DKK/ZAR,TRUE,currency,n/a,yfinance,DKKZAR=X
DKKCNY=X,DKK/CNY,TRUE,currency,n/a,yfinance,DKKCNY=X
DKKEGP=X,DKK/EGP,TRUE,currency,n/a,yfinance,DKKEGP=X
DKKMAD=X,DKK/MAD,TRUE,currency,n/a,yfinance,DKKMAD=X
EURUSD=X,EUR/USD,TRUE,currency,n/a,yfinance,EURUSD=X
EURGBP=X,EUR/GBP,TRUE,currency,n/a,yfinance,EURGBP=X
EURJPY=X,EUR/JPY,TRUE,currency,n/a,yfinance,EURJPY=X
EURCHF=X,EUR/CHF,TRUE,currency,n/a,yfinance,EURCHF=X
EURSYP=X,EUR/SYP,TRUE,currency,n/a,yfinance,EURSYP=X
EURSOS=X,EUR/SOS,TRUE,currency,n/a,yfinance,EURSOS=X
EURAUD=X,EUR/AUD,TRUE,currency,n/a,yfinance,EURAUD=X
ECS=X,USD/ECS,TRUE,currency,n/a,yfinance,ECS=X
EURYER=X,EUR/YER,TRUE,currency,n/a,yfinance,EURYER=X
EURVND=X,EUR/VND,TRUE,currency,n/a,yfinance,EURVND=X
EURUSDFIX=X,,TRUE,currency,n/a,yfinance,EURUSDFIX=X
EURUGX=X,EUR/UGX,TRUE,currency,n/a,yfinance,EURUGX=X
EURSBD=X,EUR/SBD,TRUE,currency,n/a,yfinance,EURSBD=X
EURRSD=X,EUR/RSD,TRUE,currency,n/a,yfinance,EURRSD=X
EURPLN=X,EUR/PLN,TRUE,currency,n/a,yfinance,EURPLN=X
EURPAB=X,EUR/PAB,TRUE,currency,n/a,yfinance,EURPAB=X
EURNZD=X,EUR/NZD,TRUE,currency,n/a,yfinance,EURNZD=X
EURNPR=X,EUR/NPR,TRUE,currency,n/a,yfinance,EURNPR=X
EURMYR=X,EUR/MYR,TRUE,currency,n/a,yfinance,EURMYR=X
EURMWK=X,EUR/MWK,TRUE,currency,n/a,yfinance,EURMWK=X
EURMVR=X,EUR/MVR,TRUE,currency,n/a,yfinance,EURMVR=X
EURMRO=X,EUR/MRO,TRUE,currency,n/a,yfinance,EURMRO=X
EURMDL=X,EUR/MDL,TRUE,currency,n/a,yfinance,EURMDL=X
EURLKR=X,EUR/LKR,TRUE,currency,n/a,yfinance,EURLKR=X
EURLAK=X,EUR/LAK,TRUE,currency,n/a,yfinance,EURLAK=X
EURCZK=X,EUR/CZK,TRUE,currency,n/a,yfinance,EURCZK=X
EUR=X,USD/EUR,TRUE,currency,n/a,yfinance,EUR=X
EGPZAR=X,EGP/ZAR,TRUE,currency,n/a,yfinance,EGPZAR=X
EGPTRY=X,EGP/TRY,TRUE,currency,n/a,yfinance,EGPTRY=X
EGPMXN=X,EGP/MXN,TRUE,currency,n/a,yfinance,EGPMXN=X
EGPKRW=X,EGP/KRW,TRUE,currency,n/a,yfinance,EGPKRW=X
EGPILS=X,EGP/ILS,TRUE,currency,n/a,yfinance,EGPILS=X
EGPHUF=X,EGP/HUF,TRUE,currency,n/a,yfinance,EGPHUF=X
EURBSD=X,EUR/BSD,TRUE,currency,n/a,yfinance,EURBSD=X
EURISK=X,EUR/ISK,TRUE,currency,n/a,yfinance,EURISK=X
EURZAR=X,EUR/ZAR,TRUE,currency,n/a,yfinance,EURZAR=X
EGPINR=X,EGP/INR,TRUE,currency,n/a,yfinance,EGPINR=X
EURCADFIX=X,,TRUE,currency,n/a,yfinance,EURCADFIX=X
EUR-GBP.F,EUR-GBP.F,TRUE,currency,n/a,yfinance,EUR-GBP.F
EUR-MWK.F,EUR-MWK.F,TRUE,currency,n/a,yfinance,EUR-MWK.F
EUR-SVC.F,EUR-SVC.F,TRUE,currency,n/a,yfinance,EUR-SVC.F
EURMKD=X,EUR/MKD,TRUE,currency,n/a,yfinance,EURMKD=X
EURBAM=X,EUR/BAM,TRUE,currency,n/a,yfinance,EURBAM=X
EURBGN=X,EUR/BGN,TRUE,currency,n/a,yfinance,EURBGN=X
EUR-HUF.F,EUR-HUF.F,TRUE,currency,n/a,yfinance,EUR-HUF.F
EURPKR=X,EUR/PKR,TRUE,currency,n/a,yfinance,EURPKR=X
EUR-LVL.F,EUR-LVL.F,TRUE,currency,n/a,yfinance,EUR-LVL.F
EURKRW=X,EUR/KRW,TRUE,currency,n/a,yfinance,EURKRW=X
429714=X,,TRUE,currency,n/a,yfinance,429714=X
EURAOA=X,EUR/AOA,TRUE,currency,n/a,yfinance,EURAOA=X
EUR-TTD.F,EUR-TTD.F,TRUE,currency,n/a,yfinance,EUR-TTD.F
ETBCHF=X,ETB/CHF,TRUE,currency,n/a,yfinance,ETBCHF=X
EURSVC=X,EUR/SVC,TRUE,currency,n/a,yfinance,EURSVC=X
EGPJPY=X,EGP/JPY,TRUE,currency,n/a,yfinance,EGPJPY=X
XF000EURTRY6.SG,,TRUE,currency,n/a,yfinance,XF000EURTRY6.SG
EURCRC=X,EUR/CRC,TRUE,currency,n/a,yfinance,EURCRC=X
EUR-UZS.F,EUR-UZS.F,TRUE,currency,n/a,yfinance,EUR-UZS.F
EUR-HTG.F,EUR-HTG.F,TRUE,currency,n/a,yfinance,EUR-HTG.F
XF000EURCHF2.SG,XF000EURCHF2.SG,TRUE,currency,n/a,yfinance,XF000EURCHF2.SG
EURAED=X,EUR/AED,TRUE,currency,n/a,yfinance,EURAED=X
XF000EURINR2.SG,,TRUE,currency,n/a,yfinance,XF000EURINR2.SG
EURBIF=X,EUR/BIF,TRUE,currency,n/a,yfinance,EURBIF=X
XF000EURDKK4.SG,,TRUE,currency,n/a,yfinance,XF000EURDKK4.SG
EUR-MMK.F,EUR-MMK.F,TRUE,currency,n/a,yfinance,EUR-MMK.F
EURLVL=X,EUR/LVL,TRUE,currency,n/a,yfinance,EURLVL=X
EGPNZD=X,EGP/NZD,TRUE,currency,n/a,yfinance,EGPNZD=X
EUR-OMR.F,EUR-OMR.F,TRUE,currency,n/a,yfinance,EUR-OMR.F
EUR-PHP.F,EUR-PHP.F,TRUE,currency,n/a,yfinance,EUR-PHP.F
EURGTQ=X,EUR/GTQ,TRUE,currency,n/a,yfinance,EURGTQ=X
EGPGBP=X,EGP/GBP,TRUE,currency,n/a,yfinance,EGPGBP=X
EGPAED=X,EGP/AED,TRUE,currency,n/a,yfinance,EGPAED=X
EUR-CNY.F,EUR-CNY.F,TRUE,currency,n/a,yfinance,EUR-CNY.F
EUR-EGP.F,EUR-EGP.F,TRUE,currency,n/a,yfinance,EUR-EGP.F
EURJPYFIX=X,,TRUE,currency,n/a,yfinance,EURJPYFIX=X
EURALL=X,EUR/ALL,TRUE,currency,n/a,yfinance,EURALL=X
EUR-MAD.F,EUR-MAD.F,TRUE,currency,n/a,yfinance,EUR-MAD.F
EURCAD=X,EUR/CAD,TRUE,currency,n/a,yfinance,EURCAD=X
EURCYP=X,EUR/CYP,TRUE,currency,n/a,yfinance,EURCYP=X
EURPYG=X,EUR/PYG,TRUE,currency,n/a,yfinance,EURPYG=X
EGPAUD=X,EGP/AUD,TRUE,currency,n/a,yfinance,EGPAUD=X
EUR-YER.F,EUR-YER.F,TRUE,currency,n/a,yfinance,EUR-YER.F
EUR-HNL.F,EUR-HNL.F,TRUE,currency,n/a,yfinance,EUR-HNL.F
EGPNOK=X,EGP/NOK,TRUE,currency,n/a,yfinance,EGPNOK=X
EURTOP=X,EUR/TOP,TRUE,currency,n/a,yfinance,EURTOP=X
EGPKWD=X,EGP/KWD,TRUE,currency,n/a,yfinance,EGPKWD=X
EUR-PGK.F,EUR-PGK.F,TRUE,currency,n/a,yfinance,EUR-PGK.F
EURAMD=X,EUR/AMD,TRUE,currency,n/a,yfinance,EURAMD=X
EURNOKFIX=X,,TRUE,currency,n/a,yfinance,EURNOKFIX=X
EUR-MGA.F,EUR-MGA.F,TRUE,currency,n/a,yfinance,EUR-MGA.F
EURXPF=X,EUR/XPF,TRUE,currency,n/a,yfinance,EURXPF=X
EURZMW=X,EUR/ZMW,TRUE,currency,n/a,yfinance,EURZMW=X
ETB=X,USD/ETB,TRUE,currency,n/a,yfinance,ETB=X
EGPSGD=X,EGP/SGD,TRUE,currency,n/a,yfinance,EGPSGD=X
EUR-SDG.F,EUR-SDG.F,TRUE,currency,n/a,yfinance,EUR-SDG.F
EGPUSD=X,EGP/USD,TRUE,currency,n/a,yfinance,EGPUSD=X
ERN=X,USD/ERN,TRUE,currency,n/a,yfinance,ERN=X
EGPKES=X,EGP/KES,TRUE,currency,n/a,yfinance,EGPKES=X
EUR-NPR.F,EUR-NPR.F,TRUE,currency,n/a,yfinance,EUR-NPR.F
EURCUP=X,EUR/CUP,TRUE,currency,n/a,yfinance,EURCUP=X
EURNAD=X,EUR/NAD,TRUE,currency,n/a,yfinance,EURNAD=X
EURSAR=X,EUR/SAR,TRUE,currency,n/a,yfinance,EURSAR=X
EGPMAD=X,EGP/MAD,TRUE,currency,n/a,yfinance,EGPMAD=X
EUREGP=X,EUR/EGP,TRUE,currency,n/a,yfinance,EUREGP=X
EURMMK=X,EUR/MMK,TRUE,currency,n/a,yfinance,EURMMK=X
EUR-GYD.F,EUR-GYD.F,TRUE,currency,n/a,yfinance,EUR-GYD.F
985793=X,,TRUE,currency,n/a,yfinance,985793=X
EUR-BHD.F,EUR-BHD.F,TRUE,currency,n/a,yfinance,EUR-BHD.F
XF000EURHKD0.SG,,TRUE,currency,n/a,yfinance,XF000EURHKD0.SG
EUR-SZL.F,EUR-SZL.F,TRUE,currency,n/a,yfinance,EUR-SZL.F
EUR-KRW.F,EUR-KRW.F,TRUE,currency,n/a,yfinance,EUR-KRW.F
EGPQAR=X,EGP/QAR,TRUE,currency,n/a,yfinance,EGPQAR=X
EUR-CUP.F,EUR-CUP.F,TRUE,currency,n/a,yfinance,EUR-CUP.F
EURTHB=X,EUR/THB,TRUE,currency,n/a,yfinance,EURTHB=X
EURHTG=X,EUR/HTG,TRUE,currency,n/a,yfinance,EURHTG=X
EURCHFFIX=X,,TRUE,currency,n/a,yfinance,EURCHFFIX=X
EUR-VND.F,EUR-VND.F,TRUE,currency,n/a,yfinance,EUR-VND.F
EUR-ISK.F,EUR-ISK.F,TRUE,currency,n/a,yfinance,EUR-ISK.F
EURARS=X,EUR/ARS,TRUE,currency,n/a,yfinance,EURARS=X
EURKMF=X,EUR/KMF,TRUE,currency,n/a,yfinance,EURKMF=X
EUR-SYP.F,EUR-SYP.F,TRUE,currency,n/a,yfinance,EUR-SYP.F
EGPEUR=X,EGP/EUR,TRUE,currency,n/a,yfinance,EGPEUR=X
EUR-CHF.F,EUR-CHF.F,TRUE,currency,n/a,yfinance,EUR-CHF.F
EURZWL=X,EUR/ZWL,TRUE,currency,n/a,yfinance,EURZWL=X
EURDJF=X,EUR/DJF,TRUE,currency,n/a,yfinance,EURDJF=X
EUR-SCR.F,EUR-SCR.F,TRUE,currency,n/a,yfinance,EUR-SCR.F
EUR-DKK.F,EUR-DKK.F,TRUE,currency,n/a,yfinance,EUR-DKK.F
EGPSAR=X,EGP/SAR,TRUE,currency,n/a,yfinance,EGPSAR=X
EGPJOD=X,EGP/JOD,TRUE,currency,n/a,yfinance,EGPJOD=X
EURFKP=X,EUR/FKP,TRUE,currency,n/a,yfinance,EURFKP=X
EURMAD=X,EUR/MAD,TRUE,currency,n/a,yfinance,EURMAD=X
EURLRD=X,EUR/LRD,TRUE,currency,n/a,yfinance,EURLRD=X
EUR-GMD.F,EUR-GMD.F,TRUE,currency,n/a,yfinance,EUR-GMD.F
EUR-ZAR.F,EUR-ZAR.F,TRUE,currency,n/a,yfinance,EUR-ZAR.F
EUR-QAR.F,EUR-QAR.F,TRUE,currency,n/a,yfinance,EUR-QAR.F
XF000EURNOK5.SG,,TRUE,currency,n/a,yfinance,XF000EURNOK5.SG
EONK.F,EONK.F,TRUE,currency,n/a,yfinance,EONK.F
EGPPKR=X,EGP/PKR,TRUE,currency,n/a,yfinance,EGPPKR=X
XF000EURBRL1.SG,XF000EURBRL1.SG,TRUE,currency,n/a,yfinance,XF000EURBRL1.SG
EURDKK=X,EUR/DKK,TRUE,currency,n/a,yfinance,EURDKK=X
EURIQD=X,EUR/IQD,TRUE,currency,n/a,yfinance,EURIQD=X
OCEU.EX,,TRUE,currency,n/a,yfinance,OCEU.EX
EUR-HKD.F,EUR-HKD.F,TRUE,currency,n/a,yfinance,EUR-HKD.F
XF000EURHUF4.SG,XF000EURHUF4.SG,TRUE,currency,n/a,yfinance,XF000EURHUF4.SG
EUR-AOA.F,EUR-AOA.F,TRUE,currency,n/a,yfinance,EUR-AOA.F
EGPLKR=X,EGP/LKR,TRUE,currency,n/a,yfinance,EGPLKR=X
EURAZN=X,EUR/AZN,TRUE,currency,n/a,yfinance,EURAZN=X
EURGYD=X,EUR/GYD,TRUE,currency,n/a,yfinance,EURGYD=X
EGPOMR=X,EGP/OMR,TRUE,currency,n/a,yfinance,EGPOMR=X
EURSEKFIX=X,,TRUE,currency,n/a,yfinance,EURSEKFIX=X
EURMOP=X,EUR/MOP,TRUE,currency,n/a,yfinance,EURMOP=X
EUR-SOS.F,EUR-SOS.F,TRUE,currency,n/a,yfinance,EUR-SOS.F
EUR-XDR.F,EUR-XDR.F,TRUE,currency,n/a,yfinance,EUR-XDR.F
EGPRUB=X,EGP/RUB,TRUE,currency,n/a,yfinance,EGPRUB=X
EGPLVL=X,EGP/LVL,TRUE,currency,n/a,yfinance,EGPLVL=X
EUR-CZK.F,EUR-CZK.F,TRUE,currency,n/a,yfinance,EUR-CZK.F
EUR-MOP.F,EUR-MOP.F,TRUE,currency,n/a,yfinance,EUR-MOP.F
EGPHKD=X,EGP/HKD,TRUE,currency,n/a,yfinance,EGPHKD=X
EUR-XCD.F,EUR-XCD.F,TRUE,currency,n/a,yfinance,EUR-XCD.F
EOYN.F,EOYN.F,TRUE,currency,n/a,yfinance,EOYN.F
EURKHR=X,EUR/KHR,TRUE,currency,n/a,yfinance,EURKHR=X
881349.MC,,TRUE,currency,n/a,yfinance,881349.MC
EURSEK=X,EUR/SEK,TRUE,currency,n/a,yfinance,EURSEK=X
EURAWG=X,EUR/AWG,TRUE,currency,n/a,yfinance,EURAWG=X
EUR-LRD.F,EUR-LRD.F,TRUE,currency,n/a,yfinance,EUR-LRD.F
IDEPM.MDD,IDEPM.MDD,TRUE,currency,n/a,yfinance,IDEPM.MDD
EUR-IRR.F,EUR-IRR.F,TRUE,currency,n/a,yfinance,EUR-IRR.F
EUR-GTQ.F,EUR-GTQ.F,TRUE,currency,n/a,yfinance,EUR-GTQ.F
EUR-PYG.F,EUR-PYG.F,TRUE,currency,n/a,yfinance,EUR-PYG.F
EURTZS=X,EUR/TZS,TRUE,currency,n/a,yfinance,EURTZS=X
EUR-CNH.F,EUR-CNH.F,TRUE,currency,n/a,yfinance,EUR-CNH.F
EURBYR=X,EUR/BYR,TRUE,currency,n/a,yfinance,EURBYR=X
EUROMR=X,EUR/OMR,TRUE,currency,n/a,yfinance,EUROMR=X
XF000EURCNY1.SG,,TRUE,currency,n/a,yfinance,XF000EURCNY1.SG
EURBRL=X,EUR/BRL,TRUE,currency,n/a,yfinance,EURBRL=X
EURIRR=X,EUR/IRR,TRUE,currency,n/a,yfinance,EURIRR=X
EGPSEK=X,EGP/SEK,TRUE,currency,n/a,yfinance,EGPSEK=X
EURKYD=X,EUR/KYD,TRUE,currency,n/a,yfinance,EURKYD=X
EURANG=X,EUR/ANG,TRUE,currency,n/a,yfinance,EURANG=X
EURGNF=X,EUR/GNF,TRUE,currency,n/a,yfinance,EURGNF=X
EUR-RON.F,EUR-RON.F,TRUE,currency,n/a,yfinance,EUR-RON.F
EUR-KHR.F,EUR-KHR.F,TRUE,currency,n/a,yfinance,EUR-KHR.F
EURPGK=X,EUR/PGK,TRUE,currency,n/a,yfinance,EURPGK=X
EURNGN=X,EUR/NGN,TRUE,currency,n/a,yfinance,EURNGN=X
XF000EURSEK5.SG,XF000EURSEK5.SG,TRUE,currency,n/a,yfinance,XF000EURSEK5.SG
EUR-GNF.F,EUR-GNF.F,TRUE,currency,n/a,yfinance,EUR-GNF.F
EUR-DJF.F,EUR-DJF.F,TRUE,currency,n/a,yfinance,EUR-DJF.F
EURTWD=X,EUR/TWD,TRUE,currency,n/a,yfinance,EURTWD=X
EUR-KYD.F,EUR-KYD.F,TRUE,currency,n/a,yfinance,EUR-KYD.F
EUR-MRO.F,EUR/MRO,TRUE,currency,n/a,yfinance,EUR-MRO.F
EURQAR=X,EUR/QAR,TRUE,currency,n/a,yfinance,EURQAR=X
EUR-BAM.F,EUR-BAM.F,TRUE,currency,n/a,yfinance,EUR-BAM.F
EURVEF=X,EUR/VEF,TRUE,currency,n/a,yfinance,EURVEF=X
ERNUSD=X,ERN/USD,TRUE,currency,n/a,yfinance,ERNUSD=X
EURRUB=X,EUR/RUB,TRUE,currency,n/a,yfinance,EURRUB=X
EUR-BBD.F,EUR-BBD.F,TRUE,currency,n/a,yfinance,EUR-BBD.F
EURFJD=X,EUR/FJD,TRUE,currency,n/a,yfinance,EURFJD=X
XF000EURGBP5.SG,XF000EURGBP5.SG,TRUE,currency,n/a,yfinance,XF000EURGBP5.SG
FCEP.EX,,TRUE,currency,n/a,yfinance,FCEP.EX
EOCD.F,EOCD.F,TRUE,currency,n/a,yfinance,EOCD.F
EUR-LYD.F,EUR-LYD.F,TRUE,currency,n/a,yfinance,EUR-LYD.F
OCEF.EX,,TRUE,currency,n/a,yfinance,OCEF.EX
EURKGS=X,EUR/KGS,TRUE,currency,n/a,yfinance,EURKGS=X
EUR-ARS.F,EUR-ARS.F,TRUE,currency,n/a,yfinance,EUR-ARS.F
EURLSL=X,EUR/LSL,TRUE,currency,n/a,yfinance,EURLSL=X
EURDKKFIX=X,,TRUE,currency,n/a,yfinance,EURDKKFIX=X
EURUZS=X,EUR/UZS,TRUE,currency,n/a,yfinance,EURUZS=X
EURSDG=X,EUR/SDG,TRUE,currency,n/a,yfinance,EURSDG=X
EUR-NAD.F,EUR-NAD.F,TRUE,currency,n/a,yfinance,EUR-NAD.F
EURVUV=X,EUR/VUV,TRUE,currency,n/a,yfinance,EURVUV=X
EUR-JMD.F,EUR-JMD.F,TRUE,currency,n/a,yfinance,EUR-JMD.F
EUR-SAR.F,EUR-SAR.F,TRUE,currency,n/a,yfinance,EUR-SAR.F
EUR-NZD.F,EUR-NZD.F,TRUE,currency,n/a,yfinance,EUR-NZD.F
EURBBD=X,EUR/BBD,TRUE,currency,n/a,yfinance,EURBBD=X
EURBHD=X,EUR/BHD,TRUE,currency,n/a,yfinance,EURBHD=X
EUR-CDF.F,EUR-CDF.F,TRUE,currency,n/a,yfinance,EUR-CDF.F
EUR-TMM.F,EUR-TMM.F,TRUE,currency,n/a,yfinance,EUR-TMM.F
EUR-BRL.F,EUR-BRL.F,TRUE,currency,n/a,yfinance,EUR-BRL.F
EURTTD=X,EUR/TTD,TRUE,currency,n/a,yfinance,EURTTD=X
EUR-TMT.F,EUR-TMT.F,TRUE,currency,n/a,yfinance,EUR-TMT.F
EURCDF=X,EUR/CDF,TRUE,currency,n/a,yfinance,EURCDF=X
EURPHP=X,EUR/PHP,TRUE,currency,n/a,yfinance,EURPHP=X
EURSZL=X,EUR/SZL,TRUE,currency,n/a,yfinance,EURSZL=X
EURLTL=X,EUR/LTL,TRUE,currency,n/a,yfinance,EURLTL=X
GDEPY.MDD,,TRUE,currency,n/a,yfinance,GDEPY.MDD
EUR-INR.F,EUR-INR.F,TRUE,currency,n/a,yfinance,EUR-INR.F
IDEPQ.MDD,,TRUE,currency,n/a,yfinance,IDEPQ.MDD
EUR-JPY.F,EUR-JPY.F,TRUE,currency,n/a,yfinance,EUR-JPY.F
XF000EURIDR3.SG,XF000EURIDR3.SG,TRUE,currency,n/a,yfinance,XF000EURIDR3.SG
EURUAH=X,EUR/UAH,TRUE,currency,n/a,yfinance,EURUAH=X
XF000EURCZK4.SG,XF000EURCZK4.SG,TRUE,currency,n/a,yfinance,XF000EURCZK4.SG
EURBTN=X,EUR/BTN,TRUE,currency,n/a,yfinance,EURBTN=X
EUR-CAD.F,EUR-CAD.F,TRUE,currency,n/a,yfinance,EUR-CAD.F
2108862=X,,TRUE,currency,n/a,yfinance,2108862=X
EUR-WST.F,EUR-WST.F,TRUE,currency,n/a,yfinance,EUR-WST.F
XF000EURCLP3.SG,,TRUE,currency,n/a,yfinance,XF000EURCLP3.SG
ETBGBP=X,ETB/GBP,TRUE,currency,n/a,yfinance,ETBGBP=X
EURJMD=X,EUR/JMD,TRUE,currency,n/a,yfinance,EURJMD=X
XF000EURZAR3.SG,,TRUE,currency,n/a,yfinance,XF000EURZAR3.SG
EURKPW=X,EUR/KPW,TRUE,currency,n/a,yfinance,EURKPW=X
EUR-PLN.F,EUR-PLN.F,TRUE,currency,n/a,yfinance,EUR-PLN.F
EURGBPFIX=X,,TRUE,currency,n/a,yfinance,EURGBPFIX=X
EUR-AUD.F,EUR-AUD.F,TRUE,currency,n/a,yfinance,EUR-AUD.F
EUR-ZMW.F,EUR-ZMW.F,TRUE,currency,n/a,yfinance,EUR-ZMW.F
EUR-BGN.F,EUR-BGN.F,TRUE,currency,n/a,yfinance,EUR-BGN.F
EURXOF=X,EUR/XOF,TRUE,currency,n/a,yfinance,EURXOF=X
EUR-BND.F,EUR-BND.F,TRUE,currency,n/a,yfinance,EUR-BND.F
EDX.PA,,TRUE,currency,n/a,yfinance,EDX.PA
EUR-STD.F,EUR-STD.F,TRUE,currency,n/a,yfinance,EUR-STD.F
